location,size,total_sqft,bath,price
Kaikhali,3 BHK,1430,2.0,65.0
Kaikhali,2 BHK,1260,2.0,45.0
Rajarhat,3 BHK,1630,3.0,85.0
Rajarhat,3 BHK,1249,3.0,44.71
Mukundapur,3 BHK,1450,2.0,85.0
Maniktala,3 BHK,2791,3.0,223.0
New Town,1 BHK,600,1.0,90.0
New Town,1 BHK,834,1.0,60.0
Dum Dum,3 Bedroom,1125,4.0,70.0
Kaikhali,3 BHK,2060,3.0,140.0
Kaikhali,7 BHK,12000,7.0,2200.0
New Town,2 BHK,891,2.0,25.0
Chinar Park,2 BHK,1133,2.0,49.07
Chinar Park,3 BHK,1075,2.0,37.0
Chinar Park,4 BHK,3000,5.0,260.0
Chinar Park,4 Bedroom,2440,5.0,425.0
Chinar Park,2 BHK,1200,2.0,55.0
Tollygunge,2 BHK,1075,2.0,45.8
Madhyamgram,2 BHK,1140,2.0,40.0
New Town,5 Bedroom,940,4.0,150.0
south dum dum,6 Bedroom,2160,5.0,250.0
south dum dum,2 BHK,1090,2.0,42.0
south dum dum,4 Bedroom,1500,4.0,70.0
south dum dum,4 BHK,4104,4.0,360.0
south dum dum,3 BHK,1790,3.0,100.0
south dum dum,3 BHK,1920,3.0,134.0
south dum dum,2 BHK,1374,2.0,95.0
Dum Dum,3 BHK,1445,3.0,95.0
south dum dum,1 BHK,711,1.0,36.0
Dum Dum,3 BHK,1500,3.0,95.0
New Town,3 BHK,1720,3.0,100.0
Mukundapur,3 BHK,1400,3.0,60.0
Cossipore,2 BHK,1030,2.0,49.0
Kaikhali,2 BHK,1200,2.0,85.0
New Town,3 BHK,1375,3.0,70.0
Nayabad,2 Bedroom,1050,1.0,56.0
New Town,3 BHK,2250,3.0,160.0
Garia,2 BHK,1000,2.0,50.0
Rajarhat,1 BHK,469,1.0,25.0
Rajarhat,4 BHK,3800,4.0,250.0
Cossipore,2 BHK,883,2.0,29.0
New Town,3 BHK,1820,2.0,86.0
New Town,3 BHK,1440,2.0,65.0
New Town,6 BHK,3600,4.0,160.0
Rajarhat,4 BHK,2500,5.0,325.0
New Town,2 BHK,1225,2.0,48.0
New Town,3 Bedroom,4000,3.0,660.0
New Town,2 BHK,875,2.0,52.8
Dum Dum Park,1 BHK,750,1.0,40.0
Rajarhat,2 BHK,1180,2.0,80.0
Rajarhat,2 BHK,1194,2.0,47.0
Rajarhat,3 BHK,1500,2.0,62.0
Rajarhat,2 BHK,1160,2.0,52.2
Rajarhat,9 Bedroom,4125Perch,9.0,265.0
Rajarhat,3 BHK,2378,3.0,262.0
Rajarhat,2 BHK,1128,2.0,60.0
Rajarhat,3 BHK,1500,3.0,150.0
Rajarhat,3 BHK,1220,2.0,35.23
Rajarhat,2 BHK,1210,2.0,58.0
Rajarhat,3 BHK,1100,2.0,58.0
Rajarhat,3 BHK,1200,3.0,46.0
Rajarhat,4 BHK,3385,5.0,260.0
Rajarhat,3 BHK,1641,3.0,66.0
Ballygunge,2 BHK,1200,2.0,45.0
Baghajatin,2 BHK,1260,2.0,67.39
Jadavpur,3 BHK,1720,3.0,78.0
Alipore,2 BHK,1120 - 1145,2.0,48.13
Garia,2 BHK,1210,2.0,45.98
Garia,4 Bedroom,2200,4.0,200.0
Kasba,3 BHK,1075,2.0,45.0
Garia,3 BHK,1702,3.0,130.0
Lake Gardens,2 BHK,1630,2.0,200.0
Garia,2 BHK,1141,2.0,38.55
Tiljala,3 BHK,2072,3.0,108.0
Kalighat,5 BHK,4400 - 6640,,375.0
Barrackpore,3 Bedroom,1200,2.0,70.0
Kalighat,3 BHK,1350,3.0,77.0
Ballygunge,4 Bedroom,3090 - 5002,4.0,445.0
Tollygunge,3 BHK,1180,2.0,78.34
Kalighat,3 BHK,35000,3.0,130.0
Kalighat,2 BHK,1355,2.0,115.0
Kalighat,1 Bedroom,600,1.0,50.0
Ballygunge,7 Bedroom,1200,7.0,150.0
Kalighat,3 BHK,1640,2.0,120.0
Gariahat,5 Bedroom,1200,5.0,100.0
Ballygunge,3 BHK,1190,2.0,57.0
Kalighat,4 Bedroom,2400,4.0,375.0
Kalighat,2 BHK,1019,2.0,49.85
Jadavpur,3 BHK,1875,3.0,165.0
Maniktala,3 BHK,1250,3.0,40.0
Maniktala,3 Bedroom,1200,3.0,140.0
Maniktala,2 BHK,1140,2.0,56.0
Kankurgachi,3 BHK,1683,3.0,109.0
Uttarpara Kotrung,3 BHK,1515,3.0,83.3
Pancha Sayar,4 BHK,2118,4.0,111.0
Phool Bagan,4 Bedroom,1380,3.0,58.0
Rajarhat,2 BHK,1083,2.0,61.75
New Town,2 Bedroom,600,2.0,55.0
New Town,3 BHK,2300,3.0,120.0
New Town,2 BHK,1240,2.0,60.0
New Town,3 BHK,1750,3.0,120.0
Rajarhat,2 BHK,1230,2.0,43.48
Keshtopur,3 Bedroom,1500,3.0,139.0
Rajarhat,2 BHK,985,2.0,40.39
New Town,3 Bedroom,1500,2.0,87.0
Rajarhat,2 BHK,1125,2.0,32.49
New Town,2 BHK,950,2.0,44.0
New Town,5 BHK,4400 - 6800,,548.5
New Town,3 BHK,1580,3.0,76.0
New Town,3 Bedroom,1092,2.0,98.5
New Town,2 BHK,1090,2.0,28.34
Rajarhat,3 Bedroom,2264,3.0,159.0
Alipore,3 BHK,1033,2.0,25.53
Rajarhat,2 BHK,810,2.0,24.5
New Town,2 BHK,1045,2.0,45.0
New Town,2 BHK,1337,2.0,82.0
Rajarhat,2 BHK,1200,2.0,32.0
New Town,3 BHK,1580,3.0,160.0
Rajarhat,3 BHK,1500,2.0,54.0
New Town,3 BHK,1640,4.0,91.0
New Town,3 BHK,1570,3.0,62.0
New Town,3 BHK,1470,2.0,82.0
New Town,2 BHK,1160,2.0,40.61
New Town,2 BHK,1050,2.0,71.0
Baranagar,3 BHK,1855,3.0,225.0
New Town,3 BHK,1460,2.0,90.0
New Town,3 BHK,1823,3.0,100.0
New Town,2 BHK,1094,2.0,42.0
Maniktala,2 BHK,1153,2.0,57.0
Maniktala,3 BHK,1325,3.0,57.0
Rajarhat,4 Bedroom,1200,3.0,85.0
Ballygunge,3 BHK,1590,2.0,125.0
Kaikhali,5 Bedroom,1210,4.0,160.0
New Town,4 Bedroom,1200,4.0,220.0
New Town,2 BHK,1202,2.0,48.0
Chinar Park,2 BHK,1202,2.0,53.0
New Town,2 BHK,1200,2.0,62.5
New Town,3 BHK,1688,3.0,118.0
New Town,2 BHK,1020,2.0,52.0
New Town,2 BHK,1185,2.0,47.0
New Town,2 BHK,1235,2.0,52.04
New Town,4 BHK,3205,5.0,500.0
Cossipore,2 BHK,1077,2.0,37.64
New Town,3 BHK,1415,2.0,66.0
New Town,3 BHK,2330,3.0,162.0
Kalighat,2 BHK,805,2.0,35.0
Bansdroni,1 BHK,425,1.0,20.03
Bansdroni,2 BHK,1155,2.0,59.95
Bansdroni,4 BHK,5270,4.0,1250.0
Netaji Nagar,2 BHK,656,2.0,22.0
Bansdroni,2 BHK,1100,2.0,48.0
Bansdroni,2 BHK,1150,2.0,52.0
Bansdroni,1 Bedroom,600,1.0,60.0
Rajarhat,2 BHK,1468,2.0,140.0
Bhawanipur,4 Bedroom,4300,5.0,550.0
Bhawanipur,3 BHK,2280,4.0,126.0
Bhawanipur,2 BHK,1341,2.0,97.0
Lake Town,2 BHK,1279,2.0,77.0
Bhawanipur,4 BHK,2225,4.0,98.88
Bhawanipur,2 BHK,1185,2.0,43.51
New Town,3 BHK,1750,3.0,85.0
New Town,2 BHK,1152,2.0,53.5
Dum Dum,5 Bedroom,1000,4.0,160.0
Dum Dum,2 BHK,1300,2.0,36.0
Dum Dum,4 Bedroom,2760,4.0,155.0
Baguiati,2 BHK,1070,2.0,39.0
Rajarhat,2 BHK,1101,2.0,45.0
Kankurgachi,2 BHK,775,2.0,55.0
New Town,1 BHK,667,1.0,36.85
New Town,2 BHK,1070,2.0,55.0
New Town,3 BHK,1875,2.0,110.0
New Town,2 BHK,735,2.0,57.99
New Town,5 Bedroom,4360,4.0,90.0
New Town,3 BHK,1750,3.0,130.0
New Town,2 BHK,1215,2.0,67.0
New Town,9 Bedroom,600,9.0,190.0
New Town,2 BHK,820,2.0,30.0
New Town,2 BHK,1160 - 1195,2.0,59.935
New Town,3 BHK,1779,3.0,89.61
New Town,2 BHK,1105,2.0,58.0
New Town,1 BHK,1000Sq. Meter,2.0,93.0
New Town,3 BHK,1650,3.0,60.0
New Town,2 BHK,1694,2.0,150.0
New Town,3 BHK,2376,3.0,203.0
New Town,3 BHK,1975,3.0,150.0
New Town,2 BHK,674,2.0,33.0
New Town,2 BHK,1185,2.0,41.0
New Town,1 RK,445,1.0,28.0
New Town,6 Bedroom,900,7.0,76.0
New Town,3 BHK,1475,3.0,75.0
New Town,3 BHK,1618,3.0,82.5
New Town,2 BHK,1120,2.0,65.0
Dum Dum,4 BHK,2181,3.0,152.0
Dum Dum,4 Bedroom,1200,4.0,90.0
Dum Dum,6 Bedroom,600,4.0,65.0
Dum Dum,3 BHK,1556,2.0,59.13
Keshtopur,2 BHK,1179,2.0,66.02
New Town,2 BHK,1296,2.0,83.0
Ballygunge,2 BHK,1275,2.0,52.0
Chandannagar,7 Bedroom,1875,2.0,300.0
Kasba,3 BHK,1400,2.0,77.0
New Town,2 BHK,1222,2.0,63.0
Chandannagar,2 BHK,940,2.0,41.0
Kasba,2 BHK,1185,2.0,42.6
New Town,3 BHK,1779,3.0,112.0
Keshtopur,3 BHK,1615,3.0,59.76
Tiljala,4 BHK,4000 - 5249,,453.0
Kasba,2 BHK,1056,2.0,61.0
Kasba,2 BHK,1100,2.0,46.0
Kasba,2 BHK,920,2.0,40.0
Tiljala,3 BHK,1602,2.0,75.0
Tiljala,2 BHK,1176,2.0,62.0
Kustia,4 Bedroom,675,3.0,59.0
Tiljala,3 BHK,1352,3.0,135.0
Tiljala,3 BHK,1717,3.0,99.0
Tiljala,4 Bedroom,10961,4.0,80.0
Topsia,4 BHK,2119,4.0,111.0
Topsia,2 BHK,1246,2.0,67.3
Tiljala,2 BHK,1141,2.0,42.79
Kasba,2 BHK,1157,2.0,84.0
Belghoria,2 BHK,1025,2.0,27.68
Mukundapur,1 BHK,650,1.0,33.0
Garia,2 BHK,1349,2.0,98.0
Belghoria,3 BHK,1566,3.0,83.3
Kasba,4 BHK,2830,3.0,195.0
Rajarhat,3 BHK,1320,2.0,38.13
Ganguly Bagan,3 BHK,1780,3.0,84.83
Tollygunge,2 BHK,1091,2.0,34.9
Tollygunge,4 BHK,3670,4.0,300.0
Ashok Nagar,2 BHK,918,2.0,50.49
Keshtopur,4 BHK,1950,4.0,130.0
Jodhpur Park,3 BHK,1695,3.0,90.0
Tollygunge,3 BHK,1705,3.0,95.0
New Town,3 BHK,1375,3.0,75.0
Tiljala,1 BHK,525,1.0,30.0
Tiljala,2 BHK,1447,2.0,83.0
Garia,2 BHK,1114,2.0,39.0
Ariadaha,3 BHK,1450,2.0,100.0
Ariadaha,2 BHK,460,1.0,15.0
Sodepur,2 BHK,1022,2.0,40.0
Rajarhat,2 BHK,1000,2.0,45.0
Haltu,2 BHK,1128,2.0,68.75
Howrah,2 BHK,1180,2.0,57.0
Howrah,6 Bedroom,1000,6.0,69.0
Howrah,2 Bedroom,1200,2.0,150.0
Howrah,3 BHK,3761,3.0,660.0
Howrah,2 BHK,1339,2.0,75.0
Howrah,3 BHK,1400,2.0,55.0
Kasba,2 BHK,1040,2.0,39.52
Rajarhat,2 BHK,1198,2.0,58.0
Rajarhat,4 Bedroom,1200,3.0,95.0
Dakshineswar,3 BHK,1691,3.0,113.0
Bansdroni,3 BHK,1075,3.0,36.0
Bhatenda,3 BHK,1630,3.0,194.0
Bhatenda,3 BHK,1240,3.0,43.5
Bhatenda,2 BHK,1115 - 1130,2.0,58.935
New Town,3 BHK,1665,3.0,86.58
Reekjoyoni,3 BHK,2489,3.0,94.0
Reekjoyoni,2 BHK,1142,2.0,70.0
New Town,3 BHK,1976,3.0,184.0
New Town,4 Bedroom,5500,4.0,600.0
New Town,3 BHK,1853,3.0,82.0
New Town,8 Bedroom,600,4.0,72.0
New Town,2 BHK,1567,2.0,92.0
Khardah,2 BHK,1090,2.0,27.24
Khardah,6 Bedroom,1200,4.0,125.0
Khardah,4 Bedroom,2400,4.0,640.0
Dum Dum,2 BHK,1175,2.0,51.47
Dum Dum,2 BHK,1200,2.0,52.0
Dum Dum,2 BHK,995,2.0,41.0
Dum Dum,2 BHK,884,2.0,41.1
Dum Dum,5 Bedroom,900,3.0,80.0
Dum Dum,2 BHK,1170,2.0,57.0
Dum Dum,2 BHK,1225,2.0,46.55
Khardah,2 BHK,1342,2.0,73.3
Khardah,2 BHK,1345,2.0,67.0
Khardah,3 BHK,1320,3.0,65.0
Khardah,2 BHK,1100Sq. Yards,2.0,45.0
Khardah,2 BHK,1140,2.0,49.39
Khardah,2 BHK,1300,2.0,50.0
Tiljala,3 BHK,1652,3.0,85.0
Narendrapur,3 BHK,2072,4.0,142.0
Keshtopur,3 BHK,1740,2.0,95.0
Keshtopur,3 BHK,1360,2.0,71.0
Kamarhati on BT Road,3 BHK,1145,2.0,60.0
Keshtopur,3 BHK,1540,2.0,40.0
Sodepur,2 BHK,1278,2.0,95.0
New Alipore,1 BHK,630,1.0,40.0
New Town,3 BHK,1100,3.0,58.0
Mukundapur,3 Bedroom,1200,3.0,95.0
Mukundapur,7 Bedroom,2500,6.0,115.0
Dum Dum,1 BHK,520 - 645,1.0,15.135
Barisha Purba Para Road,2 BHK,1015,2.0,25.88
Paschim Barisha,5 Bedroom,3300,5.0,240.0
Barisha Purba Para Road,5 Bedroom,4500,5.0,415.0
Nabapally,3 BHK,1356,2.0,66.0
Rajarhat,2 BHK,823,2.0,28.0
Dhakuria,3 Bedroom,1200,2.0,66.0
Garia,2 BHK,1050,2.0,37.0
Baguiati,2 BHK,1180,2.0,69.0
Kasba,2 BHK,1116,2.0,51.91
Kasba,2 BHK,1070,2.0,42.79
Regent Park,2 BHK,1385,2.0,80.0
Regent Park,1 Bedroom,1000,1.0,70.0
Kasba,3 BHK,1897,3.0,130.0
Kasba,2 BHK,1005,2.0,55.78
New Town,3 BHK,1575,3.0,125.0
Barisha Purba Para Road,2 BHK,975,2.0,65.0
Madhyamgram,3 BHK,1904,3.0,120.0
Rajarhat,1 BHK,930,1.0,30.0
Rajarhat,1 BHK,525,1.0,26.0
Rajarhat,1 BHK,686,1.0,17.0
Rajarhat,2 Bedroom,2400,3.0,150.0
Reekjoyoni,2 Bedroom,1410,1.0,233.0
Rajarhat,3 Bedroom,2238,3.0,140.0
Kasba,2 BHK,1174,2.0,69.0
Sodepur,4 Bedroom,3800,4.0,239.0
Nayabad,3 BHK,2225,2.0,125.0
Khardah,2 BHK,1250,2.0,200.0
Khardah,2 BHK,918,2.0,52.0
Khardah,2 BHK,1250,2.0,52.0
Khardah,3 BHK,1800,3.0,110.0
Khardah,2 BHK,1170,2.0,53.0
Khardah,1 BHK,1300,1.0,200.0
Tiljala,2 BHK,793,2.0,45.0
Tiljala,3 BHK,1710,3.0,107.0
East Kolkata Township,3 BHK,1082,2.0,57.5
East Kolkata Township,2 BHK,1001,2.0,33.03
Patuli,4 Bedroom,1500,4.0,180.0
Tiljala,3 BHK,1590,2.0,54.0
Airport,3 BHK,2400,2.0,80.0
Airport,3 BHK,1554,3.0,55.0
New Town,2 BHK,1000 - 1285,2.0,43.415
Keshtopur,5 BHK,4239,5.0,423.0
Airport,2 Bedroom,884,1.0,58.0
Airport,2 BHK,1045,2.0,98.89
Airport,2 BHK,1019,2.0,49.86
Mukundapur,3 BHK,1935,4.0,130.0
New Town,3 BHK,1135,2.0,39.73
New Town,3 BHK,1680,3.0,150.0
Howrah,4 BHK,2470,5.0,247.0
Bansdroni,4 BHK,2825,4.0,250.0
Tollygunge,3 BHK,2480,3.0,330.0
Tollygunge,9 Bedroom,1260,11.0,290.0
Tollygunge,5 Bedroom,1800,4.0,187.0
Tollygunge,3 BHK,1799,3.0,90.0
Garia,4 Bedroom,3606 - 5091,,304.0
Behala,1 BHK,400,1.0,11.0
Dum Dum,2 BHK,1047,2.0,82.0
Dum Dum,2 BHK,1282,2.0,87.0
Dum Dum,2 BHK,1020,2.0,45.9
Dum Dum,4 Bedroom,1080,3.0,155.0
Dum Dum,2 BHK,1495,2.0,79.5
Dum Dum,4 Bedroom,3260,4.0,240.0
Tangra,3 BHK,1611,2.0,64.44
Tangra,4 BHK,3500,5.0,425.0
Tangra,3 Bedroom,1500,2.0,95.0
Tangra,3 BHK,1500,2.0,95.0
Tangra,4 Bedroom,3206,5.0,270.0
Tangra,3 BHK,1540,3.0,50.0
Tangra,3 BHK,1639,3.0,80.0
Tangra,4 Bedroom,700,4.0,72.0
Tangra,2 BHK,1303,2.0,55.79
Tangra,2 BHK,1005,1.0,110.0
Tangra,1 BHK,650 - 665,1.0,18.41
Tangra,3 BHK,1305,3.0,33.28
Tangra,3 Bedroom,600,4.0,95.0
Dum Dum,2 BHK,1300,1.0,115.0
Tangra,3 BHK,1440,2.0,68.0
Dum Dum,2 BHK,901,2.0,35.14
Dum Dum,3 BHK,1725,3.0,200.0
Tangra,3 BHK,900,2.0,42.0
Dum Dum,2 BHK,1060,2.0,55.0
Dum Dum,2 BHK,1020,2.0,48.45
Dum Dum,3 BHK,1535,3.0,65.99
Tiljala,1 BHK,530,1.0,20.0
Tiljala,3 BHK,1464,3.0,56.0
New Town,2 BHK,1350,2.0,80.0
Jodhpur Park,2 BHK,1115,2.0,50.0
Jodhpur Park,2 BHK,1175,2.0,47.0
Tiljala,2 BHK,1113,2.0,62.0
New Town,6 Bedroom,1200,4.0,225.0
Rajarhat,5 Bedroom,1640,4.0,240.0
Madhyamgram,2 BHK,650,2.0,42.0
Garia,2 BHK,1325,2.0,71.55
Bansdroni,2 BHK,950,2.0,31.0
Bansdroni,3 BHK,1396,2.0,86.51
Alipore,2 BHK,1050,2.0,52.07
Alipore,3 BHK,1825,3.0,100.0
Alipore,2 BHK,1190,2.0,49.98
Alipore,2 BHK,1220,2.0,56.5
Garia,3 BHK,1565,2.0,75.0
Garia,3 BHK,1891,3.0,109.0
Garia,2 BHK,900,2.0,27.0
Bansdroni,2 BHK,1161,2.0,55.15
Keshtopur,1 BHK,633 - 666,1.0,17.535
Madhyamgram,8 Bedroom,2400,6.0,125.0
Madhyamgram,4 Bedroom,315,4.0,90.0
kalikapur,1 BHK,665,1.0,36.85
kalikapur,2 BHK,1175,2.0,73.5
kalikapur,2 BHK,1425,2.0,80.0
Kasba,1 Bedroom,1200,1.0,20.0
Kasba,3 Bedroom,1200,3.0,56.12
New Town,2 BHK,1255,2.0,67.0
Patuli,3 BHK,2112.95,4.0,145.0
New Town,1 BHK,600,1.0,22.0
New Town,3 BHK,1810,3.0,100.0
New Town,2 BHK,1200,2.0,93.0
Rajarhat,2 BHK,1033,2.0,49.0
Bhatenda,3 BHK,1548,3.0,89.5
New Town,3 BHK,1611,3.0,66.0
New Town,3 BHK,1400,2.0,40.43
New Town,3 BHK,1485,2.0,67.0
Rajarhat,2 Bedroom,2400,2.0,82.0
Behala,2 BHK,1025,2.0,44.5
East Kolkata Township,4 Bedroom,600,3.0,65.0
Bhawanipur,2 BHK,1225,2.0,53.0
Tollygunge,2 BHK,1256,2.0,62.8
Tollygunge,4 BHK,2268,3.0,163.0
Budge Budge,3 BHK,1100,3.0,53.0
Kasba,2 BHK,1141,2.0,62.0
Kasba,1 BHK,400,1.0,12.0
Mukundapur,2 Bedroom,1400,2.0,60.0
Mukundapur,7 BHK,4100,7.0,140.0
Mukundapur,1 Bedroom,5.31Acres,1.0,110.0
Mukundapur,1 BHK,15,1.0,30.0
Mukundapur,2 BHK,1175,2.0,48.27
Mukundapur,2 BHK,1100,2.0,56.0
Mukundapur,3 BHK,1843,3.0,95.84
Mukundapur,8 Bedroom,1200,7.0,240.0
Mukundapur,2 BHK,1460,2.0,80.5
Mukundapur,3 BHK,1530,2.0,74.5
Mukundapur,2 BHK,1467,2.0,55.0
Mukundapur,1 BHK,950,1.0,40.0
Mukundapur,2 BHK,1246,2.0,64.5
Mukundapur,1 BHK,711,1.0,38.0
Mukundapur,2 BHK,1194,2.0,46.0
Mukundapur,3 BHK,1358,2.0,43.4
Mukundapur,6 Bedroom,1500,5.0,130.0
Howrah,2 BHK,1420,2.0,75.0
Tangra,3 BHK,1250,2.0,68.75
Tangra,2 BHK,1280,2.0,58.0
Tangra,2 BHK,1209,2.0,50.0
Howrah,5 Bedroom,4200,5.0,225.0
Howrah,4 Bedroom,1215,4.0,205.0
Tangra,3 BHK,1315,2.0,54.8
Dum Dum,3 BHK,1800,3.0,90.0
Dum Dum,5 Bedroom,1600,4.0,125.0
Dum Dum,3 BHK,1600,2.0,65.0
Dum Dum,6 Bedroom,3968,5.0,900.0
Dum Dum,3 BHK,1563,3.0,52.0
Dum Dum,3 BHK,1560,2.0,72.0
Dum Dum,3 BHK,2169,4.0,115.0
Dum Dum,9 Bedroom,900,10.0,170.0
Dum Dum,2 BHK,1050,2.0,55.5
Dum Dum,3 BHK,3235,3.0,235.0
Dum Dum,3 Bedroom,1200,3.0,66.0
Dum Dum,2 BHK,1140,2.0,46.0
Dum Dum,3 Bedroom,1500,3.0,170.0
Dum Dum,3 BHK,1560,3.0,75.0
Dum Dum,2 BHK,1100,2.0,70.0
Dum Dum,3 BHK,1260,2.0,40.32
Dum Dum,2 BHK,1036,2.0,50.0
Dum Dum,3 BHK,1662,3.0,85.1
Howrah,3 BHK,1464,2.0,105.0
Rajarhat,2 BHK,1234,2.0,80.0
Rajarhat,3 BHK,1403,3.0,55.0
Rajarhat,4 Bedroom,915,4.0,54.9
Rajarhat,6 Bedroom,3000,8.0,451.0
Rajarhat,3 BHK,1150,2.0,42.9
New Town,4 BHK,3900,4.0,410.0
New Town,5 Bedroom,850,4.0,90.0
Behala,2 BHK,929,2.0,46.0
Sarsuna,6 Bedroom,2400,8.0,450.0
Paschim Barisha,3 Bedroom,1350,2.0,75.0
Paschim Barisha,2 BHK,1135,2.0,39.73
Mukundapur,2 BHK,1405,2.0,70.0
Behala,2 Bedroom,1200,2.0,45.84
Madhyamgram,4 BHK,2805,4.0,154.0
Madhyamgram,2 BHK,1161,2.0,64.08
Ultadanga,2 BHK,1290,2.0,74.0
Ultadanga,3 BHK,2557,3.0,141.0
Ultadanga,3 BHK,1480,3.0,90.0
Ultadanga,9 Bedroom,3300,14.0,500.0
Ultadanga,3 BHK,1350,3.0,54.54
Salt Lake City,3 BHK,1580,2.0,65.0
Salt Lake City,3 BHK,1470,2.0,88.64
Salt Lake City,1 BHK,500,1.0,14.0
Salt Lake City,2 BHK,1346,2.0,61.92
Tangra,3 BHK,1600,3.0,90.0
Tangra,2 BHK,720,2.0,120.0
Tangra,2 Bedroom,30Acres,2.0,29.5
Tangra,4 Bedroom,1200,4.0,135.0
Tangra,2 BHK,1200,2.0,35.0
Tangra,3 BHK,1340,2.0,48.33
Tangra,4 Bedroom,6136,4.0,560.0
Tangra,2 BHK,918,2.0,48.0
Tangra,3 Bedroom,1500,3.0,115.0
Tangra,2 BHK,1315,2.0,85.0
Tangra,4 Bedroom,2400,5.0,775.0
Tangra,3 BHK,1390,2.0,62.55
Tangra,3 BHK,1330,2.0,56.0
Tangra,5 BHK,3100,4.0,265.0
Beliaghata,3 BHK,1824,3.0,125.0
Beliaghata,3 BHK,1420,2.0,96.0
Barrackpore,1 Bedroom,750,1.0,56.25
Barrackpore,3 BHK,1260,2.0,60.0
Barrackpore,3 BHK,1561,3.0,95.0
Barrackpore,9 Bedroom,812,6.0,165.0
Madhyamgram,2 BHK,1060,2.0,42.0
Bansdroni,8 Bedroom,1120,8.0,145.0
Madhyamgram,2 BHK,1225,2.0,67.38
Rajarhat,3 BHK,2144,3.0,135.0
Tangra,7 Bedroom,1200,6.0,140.0
Tangra,2 BHK,880,2.0,29.0
Sarsuna,3 BHK,1639,3.0,110.0
Nayabad,3 BHK,1240,2.0,62.0
Garia,2 BHK,1500,2.0,69.0
Garia,2 BHK,1243,2.0,46.0
Haltu,3 BHK,1575,3.0,78.0
Kasba,2 BHK,1027,2.0,44.0
New Town,3 BHK,1082,2.0,56.0
New Town,3 BHK,1637,3.0,73.0
Tiljala,3 BHK,1665,3.0,86.58
Tagore Park,2 BHK,1265,2.0,56.93
Behala,3 BHK,1691,2.0,102.0
Behala,2 BHK,1100,2.0,38.0
Regent Park,5 Bedroom,24,2.0,150.0
Rajarhat,3 Bedroom,1500,3.0,62.0
Howrah,4 BHK,3205,5.0,380.0
Rajarhat,5 Bedroom,1666,4.0,150.0
Rajarhat,2 BHK,1115,2.0,50.0
Garia,2 BHK,1070,2.0,45.0
Garia,2 BHK,1128,2.0,105.0
Garia,2 BHK,1162,2.0,57.0
Belghoria,2 BHK,1339,2.0,55.0
Belghoria,2 BHK,1192,2.0,75.0
Sodepur,3 BHK,1920,3.0,115.0
Haltu,2 BHK,1255,2.0,52.32
Haltu,2 BHK,1357,2.0,115.0
Haltu,3 BHK,1600,3.0,75.0
Haltu,2 BHK,1225,2.0,55.11
New Town,4 Bedroom,2400,4.0,200.0
New Town,3 BHK,1570,3.0,80.0
Rajarhat,2 BHK,1093,2.0,70.0
Dum Dum,3 BHK,1865,3.0,145.0
Dum Dum,6 Bedroom,1200,7.0,165.0
Dum Dum,2 BHK,1039,2.0,80.0
Dum Dum,2 BHK,1246,2.0,64.5
Dum Dum,3 BHK,1985,3.0,75.0
Mukundapur,3 BHK,1590,3.0,49.0
Nayabad,4 Bedroom,4000,4.0,675.0
Nayabad,2 BHK,775,2.0,38.0
Nayabad,2 BHK,1000,2.0,50.0
Belghoria,3 BHK,1800,3.0,175.0
Belghoria,2 BHK,1035,2.0,41.0
Belghoria,3 BHK,1520,2.0,75.0
Belghoria,2 BHK,1360,2.0,95.0
Patuli,4 Bedroom,6000,5.0,400.0
Patuli,2 BHK,1117,2.0,56.0
Behala,4 Bedroom,1200,4.0,120.0
Behala,2 BHK,1330,2.0,92.5
Madhyamgram,3 BHK,1937,3.0,160.0
New Town,2 BHK,1128,2.0,65.49
Madhyamgram,2 BHK,1053,2.0,45.0
Santoshpur,2 BHK,1198,2.0,77.0
New Town,2 BHK,1152,2.0,56.0
New Town,6 BHK,1200,6.0,125.0
Bhawanipur,2 BHK,1625,2.0,75.0
Ballygunge,3 BHK,1397,3.0,105.0
Ballygunge,3 BHK,1523,3.0,170.0
Tangra,2 BHK,883,2.0,45.0
Kasba,1 BHK,700,1.0,38.0
Kasba,2 BHK,1170,2.0,62.5
Garia,3 BHK,1200,2.0,42.0
Garia,3 BHK,2400,3.0,170.0
Keshtopur,2 BHK,1480,2.0,65.0
Keshtopur,3 BHK,1897,3.0,120.0
New Town,2 BHK,996,2.0,67.0
New Town,3 BHK,1875,3.0,110.0
Keshtopur,3 BHK,1500,2.0,98.0
Keshtopur,3 BHK,3095,3.0,350.0
Keshtopur,3 BHK,1390,2.0,175.0
Ganguly Bagan,3 BHK,1445 - 1455,3.0,65.255
New Town,1 BHK,697,1.0,45.0
Tagore Park,1 BHK,710,1.0,27.0
Tangra,2 BHK,910,2.0,30.5
Santoshpur,3 BHK,1025,2.0,48.0
Kamarhati on BT Road,2 BHK,884 - 1116,2.0,46.5
Mukundapur,4 Bedroom,1200,4.0,244.0
Keshtopur,3 BHK,1453,2.0,46.48
New Town,4 BHK,3335,5.0,300.0
Keshtopur,2 BHK,850 - 1093,2.0,36.435
Keshtopur,2 BHK,1281,2.0,74.0
Behala,1 BHK,565,1.0,35.0
Keshtopur,2 BHK,1024,2.0,42.0
Keshtopur,3 BHK,1620,3.0,62.0
Keshtopur,2 BHK,1254,2.0,40.0
New Town,3 BHK,1300,2.0,75.0
